,genres
3473,"['fantasy', 'drama', 'family', 'romance', 'animation']"
3474,"['thriller', 'crime', 'drama']"
3475,"['fantasy', 'comedy', 'family', 'action', 'drama']"
3476,['drama']
3477,"['thriller', 'drama', 'documentation']"
3478,"['fantasy', 'romance', 'animation', 'drama']"
3479,"['drama', 'scifi', 'reality']"
3480,"['crime', 'documentation', 'sport']"
3481,"['drama', 'music', 'crime', 'documentation', 'reality']"
3482,"['drama', 'comedy']"
3483,['documentation']
3484,"['horror', 'thriller', 'scifi']"
3485,"['comedy', 'horror']"
3486,"['documentation', 'music']"
3487,"['drama', 'thriller', 'fantasy', 'horror']"
3488,['documentation']
3489,"['action', 'scifi']"
3490,['documentation']
3491,"['action', 'crime', 'thriller', 'european']"
3492,"['documentation', 'drama', 'history', 'war', 'action']"
3493,"['documentation', 'drama', 'history', 'romance', 'war']"
3494,"['horror', 'drama', 'fantasy', 'european']"
3495,"['drama', 'european']"
3496,"['scifi', 'action', 'drama', 'animation']"
3497,"['drama', 'comedy', 'crime', 'romance']"
3498,"['drama', 'european']"
3499,"['fantasy', 'comedy', 'family', 'scifi', 'animation', 'action']"
3500,"['scifi', 'thriller', 'drama']"
3501,['reality']
3502,"['drama', 'thriller', 'horror']"
3503,['drama']
3504,"['action', 'crime', 'scifi', 'thriller']"
3505,"['crime', 'documentation']"
3506,"['comedy', 'drama']"
3507,"['action', 'comedy', 'drama', 'fantasy', 'horror', 'romance', 'scifi']"
3508,"['romance', 'comedy', 'drama']"
3509,"['drama', 'comedy', 'romance']"
3510,"['comedy', 'scifi', 'action']"
3511,"['drama', 'thriller']"
3512,"['animation', 'scifi', 'action', 'comedy', 'drama', 'fantasy', 'thriller']"
3513,"['horror', 'thriller']"
3514,"['thriller', 'crime', 'drama']"
3515,"['fantasy', 'thriller', 'drama']"
3516,"['drama', 'history']"
3517,"['comedy', 'drama', 'romance']"
3518,"['drama', 'crime', 'thriller']"
3519,['documentation']
3520,"['thriller', 'horror', 'fantasy', 'comedy']"
3521,"['comedy', 'family', 'animation']"
3522,"['thriller', 'drama']"
3523,"['thriller', 'drama', 'horror']"
3524,"['drama', 'action', 'comedy']"
3525,['music']
3526,"['comedy', 'romance', 'scifi']"
3527,"['thriller', 'horror', 'drama']"
3528,"['thriller', 'action', 'crime', 'drama']"
3529,"['comedy', 'drama']"
3530,"['crime', 'family', 'documentation']"
3531,"['drama', 'romance']"
3532,"['drama', 'action', 'crime', 'scifi', 'thriller']"
3533,"['drama', 'comedy', 'music']"
3534,"['crime', 'documentation']"
3535,['reality']
3536,"['drama', 'sport']"
3537,"['documentation', 'music']"
3538,['comedy']
3539,['scifi']
3540,"['horror', 'comedy']"
3541,"['romance', 'comedy', 'drama']"
3542,"['comedy', 'drama']"
3543,"['drama', 'horror', 'thriller']"
3544,"['thriller', 'action']"
3545,"['comedy', 'animation', 'drama', 'family', 'fantasy']"
3546,"['animation', 'action', 'sport']"
3547,"['comedy', 'family', 'european']"
3548,"['scifi', 'crime', 'fantasy', 'romance', 'comedy']"
3549,"['documentation', 'music']"
3550,"['comedy', 'drama', 'family', 'romance']"
3551,"['crime', 'documentation']"
3552,['drama']
3553,"['drama', 'comedy', 'romance']"
3554,"['drama', 'sport']"
3555,"['crime', 'drama', 'thriller']"
3556,"['drama', 'sport']"
3557,"['drama', 'music']"
3558,['drama']
3559,"['drama', 'comedy', 'music']"
3560,"['drama', 'history']"
3561,"['animation', 'drama', 'scifi', 'thriller', 'action', 'crime']"
3562,['comedy']
3563,"['romance', 'drama']"
3564,['documentation']
3565,"['reality', 'documentation', 'romance']"
3566,"['documentation', 'history']"
3567,"['drama', 'crime', 'comedy']"
3568,"['fantasy', 'european']"
3569,"['drama', 'thriller', 'crime']"
3570,['scifi']
3571,"['comedy', 'drama', 'european']"
3572,"['scifi', 'music', 'comedy', 'drama', 'family', 'fantasy', 'documentation']"
3573,"['horror', 'thriller', 'fantasy', 'war']"
3574,"['crime', 'comedy', 'action']"
3575,"['crime', 'drama', 'thriller']"
3576,"['thriller', 'action', 'crime', 'drama']"
3577,"['romance', 'comedy']"
3578,['comedy']
3579,"['animation', 'action', 'family']"
3580,"['drama', 'action', 'fantasy', 'horror']"
3581,"['music', 'animation', 'family']"
3582,['drama']
3583,['documentation']
3584,"['drama', 'history']"
3585,"['scifi', 'drama', 'horror']"
3586,"['comedy', 'romance']"
3587,"['drama', 'comedy']"
3588,"['comedy', 'drama']"
3589,"['comedy', 'drama', 'sport']"
3590,['comedy']
3591,"['family', 'comedy', 'drama']"
3592,['documentation']
3593,"['fantasy', 'action', 'family', 'scifi']"
3594,"['thriller', 'action', 'drama']"
3595,['documentation']
3596,['drama']
3597,"['drama', 'romance', 'history', 'music']"
3598,"['thriller', 'drama']"
3599,"['thriller', 'crime', 'drama', 'scifi']"
3600,"['comedy', 'drama', 'romance']"
3601,"['comedy', 'drama', 'family']"
3602,"['animation', 'comedy', 'drama', 'family', 'fantasy', 'scifi']"
3603,"['documentation', 'history', 'crime']"
3604,['drama']
3605,"['drama', 'european']"
3606,"['scifi', 'animation', 'action', 'fantasy']"
3607,"['action', 'crime', 'animation', 'thriller', 'family']"
3608,"['drama', 'thriller', 'crime', 'horror']"
3609,"['animation', 'action', 'drama', 'war']"
3610,"['crime', 'documentation']"
3611,"['documentation', 'comedy']"
3612,['comedy']
3613,"['animation', 'action', 'fantasy', 'family']"
3614,"['scifi', 'romance', 'comedy', 'drama']"
3615,"['comedy', 'drama']"
3616,['drama']
3617,"['drama', 'music', 'thriller']"
3618,"['comedy', 'drama', 'romance']"
3619,"['drama', 'action', 'romance', 'fantasy', 'history']"
3620,"['comedy', 'romance']"
3621,"['thriller', 'action']"
3622,['drama']
3623,"['thriller', 'crime', 'drama']"
3624,"['scifi', 'documentation']"
3625,['documentation']
3626,"['drama', 'fantasy', 'thriller', 'action', 'comedy', 'scifi']"
3627,"['drama', 'history', 'sport', 'thriller', 'european']"
3628,['comedy']
3629,['comedy']
3630,"['crime', 'drama', 'comedy']"
3631,"['scifi', 'music', 'animation', 'drama']"
3632,"['scifi', 'drama', 'fantasy', 'horror']"
3633,['crime']
3634,['documentation']
3635,"['crime', 'drama']"
3636,"['drama', 'family', 'horror', 'action', 'fantasy', 'animation', 'comedy', 'scifi', 'thriller']"
3637,"['crime', 'thriller', 'drama']"
3638,['scifi']
3639,"['documentation', 'crime', 'sport']"
3640,"['documentation', 'crime']"
3641,"['animation', 'comedy', 'family', 'horror', 'scifi']"
3642,['comedy']
3643,"['action', 'scifi', 'animation', 'drama']"
3644,"['comedy', 'drama', 'european']"
3645,"['documentation', 'history']"
3646,"['comedy', 'drama', 'european']"
3647,['documentation']
3648,"['documentation', 'crime']"
3649,['drama']
3650,"['romance', 'drama']"
3651,"['thriller', 'horror']"
3652,"['documentation', 'crime']"
3653,"['documentation', 'history']"
3654,"['romance', 'comedy']"
3655,['thriller']
3656,['fantasy']
3657,"['romance', 'horror', 'thriller', 'drama', 'action', 'family']"
3658,"['comedy', 'drama']"
3659,['documentation']
3660,['comedy']
3661,"['documentation', 'drama']"
3662,"['comedy', 'drama', 'romance']"
3663,['comedy']
3664,"['drama', 'action', 'thriller', 'romance']"
3665,"['drama', 'comedy']"
3666,"['comedy', 'family', 'music']"
3667,['comedy']
3668,"['thriller', 'horror', 'european']"
3669,['comedy']
3670,"['crime', 'drama', 'horror', 'thriller', 'action', 'european']"
3671,"['music', 'family', 'fantasy']"
3672,['documentation']
3673,"['comedy', 'drama', 'romance']"
3674,['reality']
3675,"['action', 'scifi']"
3676,"['drama', 'romance']"
3677,"['comedy', 'drama']"
3678,"['documentation', 'reality']"
3679,"['drama', 'documentation']"
3680,['romance']
3681,['drama']
3682,"['crime', 'documentation']"
3683,"['thriller', 'action', 'crime']"
3684,['reality']
3685,"['drama', 'history']"
3686,"['comedy', 'romance']"
3687,"['animation', 'family']"
3688,"['scifi', 'fantasy', 'thriller', 'action', 'drama', 'war']"
3689,"['scifi', 'animation', 'action', 'comedy', 'fantasy']"
3690,"['drama', 'comedy']"
3691,"['thriller', 'comedy', 'action', 'crime', 'drama']"
3692,"['comedy', 'crime', 'drama', 'family', 'animation', 'action']"
3693,['comedy']
3694,"['drama', 'history', 'thriller', 'horror', 'action']"
3695,['documentation']
3696,"['comedy', 'romance']"
3697,['comedy']
3698,['drama']
3699,"['thriller', 'horror', 'drama', 'comedy', 'crime']"
3700,['drama']
3701,"['documentation', 'thriller']"
3702,['drama']
3703,['drama']
3704,"['documentation', 'drama']"
3705,"['romance', 'thriller', 'crime', 'drama']"
3706,"['animation', 'action', 'comedy', 'family']"
3707,"['documentation', 'sport']"
3708,['action']
3709,"['crime', 'thriller', 'action', 'drama']"
3710,"['comedy', 'family']"
3711,['drama']
3712,"['documentation', 'reality']"
3713,['documentation']
3714,['documentation']
3715,['drama']
3716,['comedy']
3717,"['scifi', 'animation']"
3718,"['drama', 'romance']"
3719,"['documentation', 'animation', 'scifi']"
3720,"['music', 'documentation']"
3721,"['crime', 'family', 'comedy']"
3722,['crime']
3723,['reality']
3724,"['comedy', 'romance']"
3725,"['comedy', 'drama']"
3726,['documentation']
3727,['documentation']
3728,"['comedy', 'drama']"
3729,['thriller']
3730,['reality']
3731,"['thriller', 'fantasy', 'scifi', 'action', 'drama']"
3732,"['documentation', 'history']"
3733,['comedy']
3734,"['scifi', 'thriller', 'drama', 'romance', 'comedy']"
3735,['documentation']
3736,"['documentation', 'comedy']"
3737,['comedy']
3738,['comedy']
3739,"['drama', 'fantasy', 'romance', 'comedy']"
3740,"['romance', 'family', 'history', 'drama']"
3741,['documentation']
3742,"['drama', 'scifi', 'thriller', 'action', 'crime']"
3743,['drama']
3744,"['drama', 'european']"
3745,"['crime', 'drama', 'documentation', 'thriller']"
3746,['animation']
3747,['reality']
3748,"['music', 'documentation']"
3749,['comedy']
3750,['comedy']
3751,"['drama', 'crime']"
3752,"['action', 'scifi', 'sport', 'thriller', 'animation', 'fantasy']"
3753,"['drama', 'history', 'romance', 'documentation']"
3754,['drama']
3755,"['action', 'scifi', 'animation']"
3756,"['drama', 'romance']"
3757,"['drama', 'european']"
3758,"['comedy', 'drama', 'music', 'romance']"
3759,"['thriller', 'action', 'drama']"
3760,"['documentation', 'music']"
3761,"['romance', 'comedy']"
3762,['documentation']
3763,[]
3764,"['thriller', 'european']"
3765,"['documentation', 'music']"
3766,"['documentation', 'history']"
3767,"['drama', 'comedy', 'romance']"
3768,"['comedy', 'sport']"
3769,['drama']
3770,['reality']
3771,"['comedy', 'animation', 'fantasy', 'scifi', 'action', 'family']"
3772,"['comedy', 'drama']"
3773,"['comedy', 'drama']"
3774,['documentation']
3775,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']"
3776,['family']
3777,"['drama', 'comedy']"
3778,"['action', 'history', 'romance', 'drama']"
3779,['comedy']
3780,"['action', 'comedy']"
3781,"['comedy', 'romance']"
3782,['crime']
3783,"['comedy', 'animation']"
3784,"['romance', 'comedy']"
3785,['reality']
3786,"['drama', 'history', 'thriller']"
3787,"['animation', 'action', 'comedy', 'family', 'fantasy']"
3788,"['thriller', 'drama', 'comedy', 'crime']"
3789,"['scifi', 'action', 'animation', 'fantasy']"
3790,"['romance', 'comedy', 'drama']"
3791,"['crime', 'drama', 'thriller']"
3792,"['action', 'animation']"
3793,['comedy']
3794,['comedy']
3795,"['documentation', 'history']"
3796,['comedy']
3797,"['thriller', 'action']"
3798,"['thriller', 'drama']"
3799,"['scifi', 'comedy', 'fantasy']"
3800,['reality']
3801,"['drama', 'thriller']"
3802,"['crime', 'documentation']"
3803,"['animation', 'family']"
3804,['documentation']
3805,"['thriller', 'documentation', 'crime', 'history']"
3806,['documentation']
3807,"['crime', 'drama']"
3808,['thriller']
3809,"['family', 'sport']"
3810,"['documentation', 'reality']"
3811,"['comedy', 'drama', 'fantasy']"
3812,"['scifi', 'comedy', 'drama', 'fantasy']"
3813,['drama']
3814,"['reality', 'documentation']"
3815,"['animation', 'action', 'comedy', 'scifi']"
3816,['drama']
3817,"['drama', 'sport']"
3818,"['comedy', 'drama']"
3819,"['comedy', 'animation', 'family']"
3820,['documentation']
3821,"['documentation', 'crime', 'drama']"
3822,"['thriller', 'drama', 'horror']"
3823,"['fantasy', 'horror', 'scifi', 'crime', 'drama']"
3824,"['thriller', 'action']"
3825,['reality']
3826,"['documentation', 'sport', 'comedy', 'european']"
3827,"['drama', 'comedy']"
3828,"['documentation', 'history']"
3829,"['scifi', 'comedy', 'drama', 'fantasy']"
3830,"['music', 'comedy']"
3831,['drama']
3832,"['documentation', 'sport']"
3833,"['scifi', 'fantasy', 'animation', 'comedy', 'family']"
3834,['drama']
3835,"['sport', 'drama']"
3836,"['drama', 'thriller', 'horror']"
3837,['drama']
3838,['drama']
3839,"['crime', 'documentation']"
3840,['documentation']
3841,"['drama', 'comedy', 'family']"
3842,"['comedy', 'action']"
3843,"['music', 'documentation']"
3844,['drama']
3845,"['action', 'comedy', 'crime']"
3846,['animation']
3847,"['comedy', 'drama']"
3848,"['family', 'comedy']"
3849,['comedy']
3850,"['drama', 'romance']"
3851,"['thriller', 'horror', 'action']"
3852,"['drama', 'european']"
3853,"['crime', 'thriller', 'european']"
3854,"['action', 'crime']"
3855,"['crime', 'drama', 'thriller']"
3856,['comedy']
3857,"['drama', 'documentation']"
3858,"['romance', 'drama', 'european']"
3859,"['fantasy', 'drama', 'european']"
3860,"['drama', 'comedy']"
3861,['documentation']
3862,"['scifi', 'romance']"
3863,"['action', 'thriller', 'drama', 'romance']"
3864,"['crime', 'thriller', 'drama', 'action', 'european']"
3865,"['animation', 'action', 'comedy', 'family', 'fantasy']"
3866,"['drama', 'war', 'animation', 'history', 'european']"
3867,"['documentation', 'history']"
3868,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']"
3869,['comedy']
3870,['drama']
3871,"['drama', 'sport']"
3872,['comedy']
3873,"['crime', 'documentation']"
3874,"['comedy', 'reality']"
3875,['drama']
3876,"['scifi', 'drama', 'fantasy']"
3877,"['scifi', 'drama', 'romance']"
3878,['documentation']
3879,['drama']
3880,"['scifi', 'drama', 'thriller']"
3881,"['drama', 'fantasy', 'animation', 'action', 'crime']"
3882,['comedy']
3883,"['drama', 'sport', 'thriller', 'crime']"
3884,['comedy']
3885,"['action', 'reality']"
3886,['documentation']
3887,"['reality', 'comedy']"
3888,"['documentation', 'music']"
3889,"['thriller', 'action', 'comedy', 'crime', 'drama']"
3890,['documentation']
3891,"['drama', 'action']"
3892,"['crime', 'history', 'documentation']"
3893,['documentation']
3894,['scifi']
3895,"['drama', 'thriller', 'action', 'crime']"
3896,"['comedy', 'romance', 'european']"
3897,['drama']
3898,['thriller']
3899,"['drama', 'fantasy', 'thriller', 'scifi']"
3900,"['comedy', 'horror', 'scifi']"
3901,"['documentation', 'sport']"
3902,"['romance', 'comedy', 'drama', 'history']"
3903,"['drama', 'crime']"
3904,['documentation']
3905,['comedy']
3906,['comedy']
3907,"['drama', 'comedy']"
3908,"['thriller', 'crime', 'horror']"
3909,"['documentation', 'music']"
3910,"['romance', 'drama']"
3911,"['fantasy', 'horror', 'drama']"
3912,"['reality', 'drama']"
3913,"['drama', 'thriller', 'action', 'crime']"
3914,"['documentation', 'reality']"
3915,['documentation']
3916,"['comedy', 'drama']"
3917,"['drama', 'thriller', 'crime']"
3918,['drama']
3919,['drama']
3920,['action']
3921,['family']
3922,"['action', 'fantasy']"
3923,"['crime', 'documentation']"
3924,"['comedy', 'documentation']"
3925,['documentation']
3926,"['drama', 'music', 'romance', 'european']"
3927,"['documentation', 'sport']"
3928,"['family', 'scifi', 'thriller']"
3929,"['thriller', 'action', 'crime', 'drama', 'romance']"
3930,"['thriller', 'drama', 'scifi']"
3931,"['drama', 'music']"
3932,"['animation', 'comedy']"
3933,"['action', 'drama']"
3934,"['comedy', 'action', 'family']"
3935,"['documentation', 'sport']"
3936,"['comedy', 'drama', 'european']"
3937,"['comedy', 'drama']"
3938,['comedy']
3939,['comedy']
3940,['drama']
3941,"['comedy', 'family', 'music', 'animation']"
3942,"['horror', 'thriller']"
3943,['comedy']
3944,"['documentation', 'history']"
3945,['documentation']
3946,['comedy']
3947,"['action', 'thriller', 'drama', 'crime', 'romance']"
3948,"['documentation', 'sport']"
3949,"['documentation', 'reality']"
3950,"['scifi', 'drama', 'animation', 'action', 'horror', 'romance']"
3951,"['fantasy', 'animation', 'action', 'family', 'romance']"
3952,"['drama', 'crime']"
3953,['documentation']
3954,"['drama', 'romance']"
3955,"['thriller', 'action', 'crime', 'drama']"
3956,"['comedy', 'action', 'family', 'fantasy', 'sport']"
3957,['scifi']
3958,"['comedy', 'drama', 'romance']"
3959,['comedy']
3960,"['drama', 'romance', 'sport']"
3961,"['drama', 'comedy', 'romance']"
3962,"['war', 'scifi', 'drama']"
3963,"['family', 'animation', 'drama', 'fantasy']"
3964,"['romance', 'comedy', 'family']"
3965,['comedy']
3966,"['drama', 'romance', 'comedy']"
3967,"['drama', 'romance']"
3968,"['comedy', 'action']"
3969,"['family', 'fantasy', 'animation', 'comedy', 'european']"
3970,"['fantasy', 'action', 'comedy', 'drama', 'family']"
3971,['drama']
3972,"['drama', 'thriller']"
3973,['comedy']
3974,"['reality', 'comedy']"
3975,['drama']
3976,"['drama', 'thriller', 'crime']"
3977,"['romance', 'comedy']"
3978,"['romance', 'comedy']"
3979,"['scifi', 'thriller', 'drama']"
3980,['comedy']
3981,"['documentation', 'sport']"
3982,"['comedy', 'family', 'fantasy']"
3983,['drama']
3984,"['crime', 'action', 'drama', 'thriller']"
3985,"['crime', 'thriller', 'drama']"
3986,"['scifi', 'action', 'drama', 'fantasy']"
3987,['documentation']
3988,[]
3989,['scifi']
3990,"['drama', 'comedy', 'romance']"
3991,"['drama', 'romance']"
3992,"['drama', 'comedy', 'fantasy']"
3993,"['crime', 'documentation']"
3994,"['war', 'thriller', 'drama']"
3995,"['romance', 'music', 'family']"
3996,"['scifi', 'action', 'animation', 'fantasy']"
3997,['reality']
3998,['drama']
3999,"['drama', 'crime']"
4000,[]
4001,['drama']
4002,['documentation']
4003,"['drama', 'romance']"
4004,['documentation']
4005,"['thriller', 'crime']"
4006,"['comedy', 'drama', 'romance', 'thriller']"
4007,"['thriller', 'crime', 'drama']"
4008,"['crime', 'horror', 'thriller', 'drama']"
4009,"['drama', 'thriller', 'european']"
4010,"['action', 'scifi', 'animation']"
4011,"['crime', 'thriller', 'action', 'drama', 'scifi']"
